Company Name,Role Title,Location,Salary / Comp Range,Key Tech Stack & Focus,Job Description URL,Primary Category
FourKites,Senior Predictive AI Enablement Architect,"Chicago, IL (HQ)","$135,000 - $180,000","Predictive ETA AI, Supply Chain Graph, Webhooks",https://www.builtinchicago.org/jobs/ai-machine-learning/search/fourkites,AI Enablement & Evangelism
FourKites,Principal Predictive AI Enablement Architect,"Chicago, IL (HQ)","$135,000 - $180,000","Predictive ETA AI, Supply Chain Graph, Webhooks",https://www.builtinchicago.org/jobs/ai-machine-learning/search/fourkites,AI Enablement & Evangelism
FourKites,Specialist Predictive AI Enablement Architect,"Chicago, IL (HQ)","$135,000 - $180,000","Predictive ETA AI, Supply Chain Graph, Webhooks",https://www.builtinchicago.org/jobs/ai-machine-learning/search/fourkites,AI Enablement & Evangelism
G2,GTM AI Engineer,"Chicago, IL / Remote","$110,000 - $175,000","Salesforce, Salesloft, G2 Intent, AI Lead Scoring, RevOps Automation",https://www.builtinchicago.org/job/gtm-engineer/8365591,GTM Engineer & Architect
Gong,GTM AI Engineer,"Chicago, IL / Remote","$135,000 - $185,000","Conversation Intelligence, Revenue AI, Salesforce API, Enrichment Pipelines",https://www.linkedin.com/jobs/ai-engineer-jobs-chicago-il,GTM Engineer & Architect
Leap Group,Go-To-Market Engineer,"Chicago, IL / Remote","$100,000 - $140,000","Martech Stack, AI Workflows, Integrations, Pipeline Analytics",https://www.linkedin.com/jobs/view/go-to-market-gtm-engineer-at-leap-group-4429580825,GTM Engineer & Architect
Sprout Social,GTM Systems Engineer,"Chicago, IL / Remote","$120,000 - $160,000","Salesforce Developer, Apex, Flow, MarTech Architecture",https://www.builtinchicago.org/job/gtm-engineer/8365591,GTM Engineer & Architect
ActiveCampaign,Senior GTM Solutions Architect,"Chicago, IL / Remote","$145,000 - $185,000","Marketing Automation, Multi-Channel Workflows, Webhooks, APIs",https://www.builtinchicago.org/job/gtm-engineer/8365591,GTM Engineer & Architect
Hologram Inc,GTM Automation Engineer,"Chicago, IL / Remote","$120,000 - $160,000","HubSpot, Salesforce, Zapier/Make/n8n, SQL, Python",https://migratemate.co/remote-gtm-engineer-jobs,GTM Engineer & Architect
InRule Technology,GTM Automation Engineer,"Chicago, IL / Remote","$115,000 - $150,000","CRM Architecture, Automated Routing, Decision Logic, APIs",https://us.trabajo.org/jobs-remote+gtm+engineer/Chicago,GTM Engineer & Architect
Redwood Logistics,GTM Systems Engineer,"Chicago, IL / Remote","$125,000 - $140,000","Logistics GTM, Enterprise CRM, Middleware, REST APIs",https://us.trabajo.org/jobs-remote+gtm+engineer/Chicago,GTM Engineer & Architect
Vanta,"Senior Software Engineer, GTM","Chicago, IL / Remote","$160,000 - $210,000","Python, TypeScript, Salesforce API, PLG Telemetry",https://us.trabajo.org/jobs-remote+gtm+engineer/Chicago,GTM Engineer & Architect
Tapcheck,Remote GTM Engineer,"Chicago, IL / Remote","$110,000 - $145,000","Clay, Apollo, HubSpot, Webhooks, Outbound Scaling",https://us.trabajo.org/jobs-remote+gtm+engineer/Chicago,GTM Engineer & Architect
Maybern,GTM & Solutions Engineer,"Chicago, IL / Remote","$135,000 - $200,000","High-Assurance Automation, Python, Scenario Modeling",https://www.linkedin.com/jobs/view/forward-deployed-engineer-remote-at-maybern-4430198234,GTM Engineer & Architect
Artisan (YC W24),Forward Deployed GTM Architect,New York / Chicago / Remote,"$130,000 - $180,000","AI BDR Systems, Agentic Outbound, CRM Sync, Python",https://www.workatastartup.com/jobs/103223,GTM Engineer & Architect
Glimpse (YC S20),GTM Engineer,New York / Chicago / Remote,"$140,000 - $180,000","Programmatic Outbound, Revenue Pipelines, AI Experimentation",https://www.workatastartup.com/jobs/90606,GTM Engineer & Architect
RamAIn (YC W26),Founding GTM Engineer,SF / Chicago / Remote,"$120,000 - $180,000","Clay, Apollo, Instantly, Natural Language UI Tools, Python",https://www.workatastartup.com/jobs/95468,GTM Engineer & Architect
Weave (YC W25),Founding GTM Engineer,SF / Chicago / Remote,"$150,000 - $200,000","Full Stack, AI Routing, Growth Funnel Ingestion",https://www.workatastartup.com/jobs/88613,GTM Engineer & Architect
Twelve Labs (Techstars),GTM Engineering Lead,Remote (US / Chicago),"$130,000 - $170,000","HubSpot Core Architecture, Data Schemas, Workflow Automation",https://jobs.techstars.com/companies/twelve-labs/jobs/61872566-gtm-engineering-lead,GTM Engineer & Architect
Bevi (Techstars),GTM Engineer,Remote (US / Chicago),"$123,000 - $152,000","RevOps Tooling, System Architecture, Automation, Hubspot",https://jobs.techstars.com/companies/bevi/jobs/89073218-gtm-engineer,GTM Engineer & Architect
Preply (Techstars),GTM Engineer,Remote (US / Chicago),"$110,000 - $150,000","B2B Buyer Journey, ICP Scoring, SDR Automation",https://jobs.techstars.com/companies/preply/jobs/58119769-gtm-engineer,GTM Engineer & Architect
MuukTest (Techstars),GTM Engineer,Remote (US / Chicago),"$90,000 - $130,000","Cross-system Integrations, Pipeline Automation, Zapier",https://jobs.techstars.com/companies/muuktest/jobs/88903068-gtm-engineer-marketing-sales-operations-remote-in-mexico,GTM Engineer & Architect
Healthie (Techstars),GTM Systems Administrator,Remote (US / Chicago),"$100,000 - $140,000","RevOps Architecture, Workflow Optimization, Healthcare CRM",https://jobs.techstars.com/companies/healthie/jobs/45224058-go-to-market-gtm-systems-administrator,GTM Engineer & Architect
Klaviyo,Senior GTM Automation Architect,"Chicago, IL / Remote","$150,000 - $200,000","Python, Snowflake, Reverse ETL, Census/Hightouch",https://www.workatastartup.com/companies/klaviyo/jobs,GTM Engineer & Architect
Klaviyo,Staff GTM Automation Architect,"Chicago, IL / Remote","$150,000 - $200,000","Python, Snowflake, Reverse ETL, Census/Hightouch",https://www.workatastartup.com/companies/klaviyo/jobs,GTM Engineer & Architect
Klaviyo,Principal GTM Automation Architect,"Chicago, IL / Remote","$150,000 - $200,000","Python, Snowflake, Reverse ETL, Census/Hightouch",https://www.workatastartup.com/companies/klaviyo/jobs,GTM Engineer & Architect
Klaviyo,Founding GTM Automation Architect,"Chicago, IL / Remote","$150,000 - $200,000","Python, Snowflake, Reverse ETL, Census/Hightouch",https://www.workatastartup.com/companies/klaviyo/jobs,GTM Engineer & Architect
Braze,Senior GTM Solutions Engineer,"Chicago, IL / Remote","$130,000 - $175,000","Customer Engagement, Webhooks, Python, REST APIs",https://www.workatastartup.com/companies/braze/jobs,GTM Engineer & Architect
Braze,Staff GTM Solutions Engineer,"Chicago, IL / Remote","$130,000 - $175,000","Customer Engagement, Webhooks, Python, REST APIs",https://www.workatastartup.com/companies/braze/jobs,GTM Engineer & Architect
Braze,Principal GTM Solutions Engineer,"Chicago, IL / Remote","$130,000 - $175,000","Customer Engagement, Webhooks, Python, REST APIs",https://www.workatastartup.com/companies/braze/jobs,GTM Engineer & Architect
Braze,Founding GTM Solutions Engineer,"Chicago, IL / Remote","$130,000 - $175,000","Customer Engagement, Webhooks, Python, REST APIs",https://www.workatastartup.com/companies/braze/jobs,GTM Engineer & Architect
Ramp,Senior GTM Systems Engineer,"Chicago, IL / Remote","$160,000 - $220,000","Financial Workflows, Salesforce, Modern RevOps",https://www.workatastartup.com/companies/ramp/jobs,GTM Engineer & Architect
Ramp,Staff GTM Systems Engineer,"Chicago, IL / Remote","$160,000 - $220,000","Financial Workflows, Salesforce, Modern RevOps",https://www.workatastartup.com/companies/ramp/jobs,GTM Engineer & Architect
Ramp,Principal GTM Systems Engineer,"Chicago, IL / Remote","$160,000 - $220,000","Financial Workflows, Salesforce, Modern RevOps",https://www.workatastartup.com/companies/ramp/jobs,GTM Engineer & Architect
Ramp,Founding GTM Systems Engineer,"Chicago, IL / Remote","$160,000 - $220,000","Financial Workflows, Salesforce, Modern RevOps",https://www.workatastartup.com/companies/ramp/jobs,GTM Engineer & Architect
Brex,Senior GTM Systems Architect,"Chicago, IL / Remote","$150,000 - $210,000","PLG Funnels, Lead Scoring, Enterprise Billing Sync",https://www.workatastartup.com/companies/brex/jobs,GTM Engineer & Architect
Brex,Staff GTM Systems Architect,"Chicago, IL / Remote","$150,000 - $210,000","PLG Funnels, Lead Scoring, Enterprise Billing Sync",https://www.workatastartup.com/companies/brex/jobs,GTM Engineer & Architect
Brex,Principal GTM Systems Architect,"Chicago, IL / Remote","$150,000 - $210,000","PLG Funnels, Lead Scoring, Enterprise Billing Sync",https://www.workatastartup.com/companies/brex/jobs,GTM Engineer & Architect
Brex,Founding GTM Systems Architect,"Chicago, IL / Remote","$150,000 - $210,000","PLG Funnels, Lead Scoring, Enterprise Billing Sync",https://www.workatastartup.com/companies/brex/jobs,GTM Engineer & Architect
Deel,Senior GTM Automation Engineer,"Chicago, IL / Remote","$120,000 - $170,000","Global Payroll Workflows, Hubspot, Custom Node.js",https://www.workatastartup.com/companies/deel/jobs,GTM Engineer & Architect
Deel,Staff GTM Automation Engineer,"Chicago, IL / Remote","$120,000 - $170,000","Global Payroll Workflows, Hubspot, Custom Node.js",https://www.workatastartup.com/companies/deel/jobs,GTM Engineer & Architect
Deel,Principal GTM Automation Engineer,"Chicago, IL / Remote","$120,000 - $170,000","Global Payroll Workflows, Hubspot, Custom Node.js",https://www.workatastartup.com/companies/deel/jobs,GTM Engineer & Architect
Deel,Founding GTM Automation Engineer,"Chicago, IL / Remote","$120,000 - $170,000","Global Payroll Workflows, Hubspot, Custom Node.js",https://www.workatastartup.com/companies/deel/jobs,GTM Engineer & Architect
Rippling,Senior GTM Infrastructure Engineer,"Chicago, IL / Remote","$155,000 - $215,000","Workflow Engine, Python, Salesforce, Architecture",https://www.workatastartup.com/companies/rippling/jobs,GTM Engineer & Architect
Rippling,Staff GTM Infrastructure Engineer,"Chicago, IL / Remote","$155,000 - $215,000","Workflow Engine, Python, Salesforce, Architecture",https://www.workatastartup.com/companies/rippling/jobs,GTM Engineer & Architect
Rippling,Principal GTM Infrastructure Engineer,"Chicago, IL / Remote","$155,000 - $215,000","Workflow Engine, Python, Salesforce, Architecture",https://www.workatastartup.com/companies/rippling/jobs,GTM Engineer & Architect
Rippling,Founding GTM Infrastructure Engineer,"Chicago, IL / Remote","$155,000 - $215,000","Workflow Engine, Python, Salesforce, Architecture",https://www.workatastartup.com/companies/rippling/jobs,GTM Engineer & Architect
Motive,Senior GTM Systems Architect,"Chicago, IL / Remote","$140,000 - $190,000","Salesforce CPQ, Billing, Lead Routing, Telematics",https://www.workatastartup.com/companies/motive/jobs,GTM Engineer & Architect
Motive,Staff GTM Systems Architect,"Chicago, IL / Remote","$140,000 - $190,000","Salesforce CPQ, Billing, Lead Routing, Telematics",https://www.workatastartup.com/companies/motive/jobs,GTM Engineer & Architect
Motive,Principal GTM Systems Architect,"Chicago, IL / Remote","$140,000 - $190,000","Salesforce CPQ, Billing, Lead Routing, Telematics",https://www.workatastartup.com/companies/motive/jobs,GTM Engineer & Architect
Motive,Founding GTM Systems Architect,"Chicago, IL / Remote","$140,000 - $190,000","Salesforce CPQ, Billing, Lead Routing, Telematics",https://www.workatastartup.com/companies/motive/jobs,GTM Engineer & Architect
Navan,Senior GTM Operations Engineer,"Chicago, IL / Remote","$130,000 - $175,000","Travel Tech GTM, Salesforce, Marketo, BigQuery",https://www.workatastartup.com/companies/navan/jobs,GTM Engineer & Architect
Navan,Staff GTM Operations Engineer,"Chicago, IL / Remote","$130,000 - $175,000","Travel Tech GTM, Salesforce, Marketo, BigQuery",https://www.workatastartup.com/companies/navan/jobs,GTM Engineer & Architect
Navan,Principal GTM Operations Engineer,"Chicago, IL / Remote","$130,000 - $175,000","Travel Tech GTM, Salesforce, Marketo, BigQuery",https://www.workatastartup.com/companies/navan/jobs,GTM Engineer & Architect
Navan,Founding GTM Operations Engineer,"Chicago, IL / Remote","$130,000 - $175,000","Travel Tech GTM, Salesforce, Marketo, BigQuery",https://www.workatastartup.com/companies/navan/jobs,GTM Engineer & Architect
Checkr,Senior GTM Solutions Architect,"Chicago, IL / Remote","$135,000 - $185,000","Background Check APIs, Partner Integrations, Webhooks",https://www.workatastartup.com/companies/checkr/jobs,GTM Engineer & Architect
Checkr,Staff GTM Solutions Architect,"Chicago, IL / Remote","$135,000 - $185,000","Background Check APIs, Partner Integrations, Webhooks",https://www.workatastartup.com/companies/checkr/jobs,GTM Engineer & Architect
Checkr,Principal GTM Solutions Architect,"Chicago, IL / Remote","$135,000 - $185,000","Background Check APIs, Partner Integrations, Webhooks",https://www.workatastartup.com/companies/checkr/jobs,GTM Engineer & Architect
Checkr,Founding GTM Solutions Architect,"Chicago, IL / Remote","$135,000 - $185,000","Background Check APIs, Partner Integrations, Webhooks",https://www.workatastartup.com/companies/checkr/jobs,GTM Engineer & Architect
Figma,Senior GTM Systems Engineer,"Chicago, IL / Remote","$160,000 - $220,000","Salesforce, Enterprise User Provisioning, PLG Loops",https://www.workatastartup.com/companies/figma/jobs,GTM Engineer & Architect
Figma,Staff GTM Systems Engineer,"Chicago, IL / Remote","$160,000 - $220,000","Salesforce, Enterprise User Provisioning, PLG Loops",https://www.workatastartup.com/companies/figma/jobs,GTM Engineer & Architect
Figma,Principal GTM Systems Engineer,"Chicago, IL / Remote","$160,000 - $220,000","Salesforce, Enterprise User Provisioning, PLG Loops",https://www.workatastartup.com/companies/figma/jobs,GTM Engineer & Architect
Figma,Founding GTM Systems Engineer,"Chicago, IL / Remote","$160,000 - $220,000","Salesforce, Enterprise User Provisioning, PLG Loops",https://www.workatastartup.com/companies/figma/jobs,GTM Engineer & Architect
Notion,Senior GTM Infrastructure Architect,"Chicago, IL / Remote","$155,000 - $210,000","Notion API, Enterprise Data Lake, Salesforce Sync",https://www.workatastartup.com/companies/notion/jobs,GTM Engineer & Architect
Notion,Staff GTM Infrastructure Architect,"Chicago, IL / Remote","$155,000 - $210,000","Notion API, Enterprise Data Lake, Salesforce Sync",https://www.workatastartup.com/companies/notion/jobs,GTM Engineer & Architect
Notion,Principal GTM Infrastructure Architect,"Chicago, IL / Remote","$155,000 - $210,000","Notion API, Enterprise Data Lake, Salesforce Sync",https://www.workatastartup.com/companies/notion/jobs,GTM Engineer & Architect
Notion,Founding GTM Infrastructure Architect,"Chicago, IL / Remote","$155,000 - $210,000","Notion API, Enterprise Data Lake, Salesforce Sync",https://www.workatastartup.com/companies/notion/jobs,GTM Engineer & Architect
Miro,Senior GTM Solutions Architect,"Chicago, IL / Remote","$140,000 - $185,000","PLG Pipelines, Product Analytics Sync, Segment",https://www.workatastartup.com/companies/miro/jobs,GTM Engineer & Architect
Miro,Staff GTM Solutions Architect,"Chicago, IL / Remote","$140,000 - $185,000","PLG Pipelines, Product Analytics Sync, Segment",https://www.workatastartup.com/companies/miro/jobs,GTM Engineer & Architect
Miro,Principal GTM Solutions Architect,"Chicago, IL / Remote","$140,000 - $185,000","PLG Pipelines, Product Analytics Sync, Segment",https://www.workatastartup.com/companies/miro/jobs,GTM Engineer & Architect
Miro,Founding GTM Solutions Architect,"Chicago, IL / Remote","$140,000 - $185,000","PLG Pipelines, Product Analytics Sync, Segment",https://www.workatastartup.com/companies/miro/jobs,GTM Engineer & Architect
Postman,Senior GTM Developer Architect,"Chicago, IL / Remote","$140,000 - $185,000","API Lifecycle, Developer Tools, Technical Commercial",https://www.workatastartup.com/companies/postman/jobs,GTM Engineer & Architect
Postman,Staff GTM Developer Architect,"Chicago, IL / Remote","$140,000 - $185,000","API Lifecycle, Developer Tools, Technical Commercial",https://www.workatastartup.com/companies/postman/jobs,GTM Engineer & Architect
Postman,Principal GTM Developer Architect,"Chicago, IL / Remote","$140,000 - $185,000","API Lifecycle, Developer Tools, Technical Commercial",https://www.workatastartup.com/companies/postman/jobs,GTM Engineer & Architect
Postman,Founding GTM Developer Architect,"Chicago, IL / Remote","$140,000 - $185,000","API Lifecycle, Developer Tools, Technical Commercial",https://www.workatastartup.com/companies/postman/jobs,GTM Engineer & Architect
Census,Senior GTM Data Architect,"Chicago, IL / Remote","$140,000 - $185,000","Reverse ETL, SQL, dbt, Snowflake, Salesforce",https://www.workatastartup.com/companies/census/jobs,GTM Engineer & Architect
Census,Staff GTM Data Architect,"Chicago, IL / Remote","$140,000 - $185,000","Reverse ETL, SQL, dbt, Snowflake, Salesforce",https://www.workatastartup.com/companies/census/jobs,GTM Engineer & Architect
Census,Principal GTM Data Architect,"Chicago, IL / Remote","$140,000 - $185,000","Reverse ETL, SQL, dbt, Snowflake, Salesforce",https://www.workatastartup.com/companies/census/jobs,GTM Engineer & Architect
Census,Founding GTM Data Architect,"Chicago, IL / Remote","$140,000 - $185,000","Reverse ETL, SQL, dbt, Snowflake, Salesforce",https://www.workatastartup.com/companies/census/jobs,GTM Engineer & Architect
Hightouch,Senior GTM Solutions Engineer,"Chicago, IL / Remote","$135,000 - $180,000","Composable CDP, SQL, Reverse ETL, Personalization",https://www.workatastartup.com/companies/hightouch/jobs,GTM Engineer & Architect
Hightouch,Staff GTM Solutions Engineer,"Chicago, IL / Remote","$135,000 - $180,000","Composable CDP, SQL, Reverse ETL, Personalization",https://www.workatastartup.com/companies/hightouch/jobs,GTM Engineer & Architect
Hightouch,Principal GTM Solutions Engineer,"Chicago, IL / Remote","$135,000 - $180,000","Composable CDP, SQL, Reverse ETL, Personalization",https://www.workatastartup.com/companies/hightouch/jobs,GTM Engineer & Architect
Hightouch,Founding GTM Solutions Engineer,"Chicago, IL / Remote","$135,000 - $180,000","Composable CDP, SQL, Reverse ETL, Personalization",https://www.workatastartup.com/companies/hightouch/jobs,GTM Engineer & Architect
Apollo.io,Senior GTM Solutions Architect,"Chicago, IL / Remote","$135,000 - $180,000","B2B Data Graph, API Integrations, Bidirectional Sync",https://www.workatastartup.com/companies/apollo.io/jobs,GTM Engineer & Architect
Apollo.io,Staff GTM Solutions Architect,"Chicago, IL / Remote","$135,000 - $180,000","B2B Data Graph, API Integrations, Bidirectional Sync",https://www.workatastartup.com/companies/apollo.io/jobs,GTM Engineer & Architect
Apollo.io,Principal GTM Solutions Architect,"Chicago, IL / Remote","$135,000 - $180,000","B2B Data Graph, API Integrations, Bidirectional Sync",https://www.workatastartup.com/companies/apollo.io/jobs,GTM Engineer & Architect
Apollo.io,Founding GTM Solutions Architect,"Chicago, IL / Remote","$135,000 - $180,000","B2B Data Graph, API Integrations, Bidirectional Sync",https://www.workatastartup.com/companies/apollo.io/jobs,GTM Engineer & Architect
Clay,Senior GTM Engineering Specialist,"Chicago, IL / Remote","$140,000 - $190,000","Clay Workflows, Webhooks, AI Enrichment, Scraping",https://www.workatastartup.com/companies/clay/jobs,GTM Engineer & Architect
Clay,Staff GTM Engineering Specialist,"Chicago, IL / Remote","$140,000 - $190,000","Clay Workflows, Webhooks, AI Enrichment, Scraping",https://www.workatastartup.com/companies/clay/jobs,GTM Engineer & Architect
Clay,Principal GTM Engineering Specialist,"Chicago, IL / Remote","$140,000 - $190,000","Clay Workflows, Webhooks, AI Enrichment, Scraping",https://www.workatastartup.com/companies/clay/jobs,GTM Engineer & Architect
Clay,Founding GTM Engineering Specialist,"Chicago, IL / Remote","$140,000 - $190,000","Clay Workflows, Webhooks, AI Enrichment, Scraping",https://www.workatastartup.com/companies/clay/jobs,GTM Engineer & Architect
Suger (YC W22),Senior Cloud GTM Engineer,"Chicago, IL / Remote","$130,000 - $180,000","Cloud Marketplace Automation, CRM Co-sell Sync",https://www.workatastartup.com/companies/suger-(yc-w22)/jobs,GTM Engineer & Architect
Suger (YC W22),Staff Cloud GTM Engineer,"Chicago, IL / Remote","$130,000 - $180,000","Cloud Marketplace Automation, CRM Co-sell Sync",https://www.workatastartup.com/companies/suger-(yc-w22)/jobs,GTM Engineer & Architect
Suger (YC W22),Principal Cloud GTM Engineer,"Chicago, IL / Remote","$130,000 - $180,000","Cloud Marketplace Automation, CRM Co-sell Sync",https://www.workatastartup.com/companies/suger-(yc-w22)/jobs,GTM Engineer & Architect
Suger (YC W22),Founding Cloud GTM Engineer,"Chicago, IL / Remote","$130,000 - $180,000","Cloud Marketplace Automation, CRM Co-sell Sync",https://www.workatastartup.com/companies/suger-(yc-w22)/jobs,GTM Engineer & Architect
Popl (YC W21),Senior AI GTM Architect,"Chicago, IL / Remote","$120,000 - $160,000","Event Lead Capture, Salesforce/HubSpot Sync",https://www.workatastartup.com/companies/popl-(yc-w21)/jobs,GTM Engineer & Architect
Popl (YC W21),Staff AI GTM Architect,"Chicago, IL / Remote","$120,000 - $160,000","Event Lead Capture, Salesforce/HubSpot Sync",https://www.workatastartup.com/companies/popl-(yc-w21)/jobs,GTM Engineer & Architect
Popl (YC W21),Principal AI GTM Architect,"Chicago, IL / Remote","$120,000 - $160,000","Event Lead Capture, Salesforce/HubSpot Sync",https://www.workatastartup.com/companies/popl-(yc-w21)/jobs,GTM Engineer & Architect
Popl (YC W21),Founding AI GTM Architect,"Chicago, IL / Remote","$120,000 - $160,000","Event Lead Capture, Salesforce/HubSpot Sync",https://www.workatastartup.com/companies/popl-(yc-w21)/jobs,GTM Engineer & Architect
Subskribe (YC W21),Senior GTM Systems Architect,"Chicago, IL / Remote","$140,000 - $190,000","CPQ & Billing Architecture, Salesforce Sync",https://www.workatastartup.com/companies/subskribe-(yc-w21)/jobs,GTM Engineer & Architect
Subskribe (YC W21),Staff GTM Systems Architect,"Chicago, IL / Remote","$140,000 - $190,000","CPQ & Billing Architecture, Salesforce Sync",https://www.workatastartup.com/companies/subskribe-(yc-w21)/jobs,GTM Engineer & Architect
Subskribe (YC W21),Principal GTM Systems Architect,"Chicago, IL / Remote","$140,000 - $190,000","CPQ & Billing Architecture, Salesforce Sync",https://www.workatastartup.com/companies/subskribe-(yc-w21)/jobs,GTM Engineer & Architect
Subskribe (YC W21),Founding GTM Systems Architect,"Chicago, IL / Remote","$140,000 - $190,000","CPQ & Billing Architecture, Salesforce Sync",https://www.workatastartup.com/companies/subskribe-(yc-w21)/jobs,GTM Engineer & Architect
Unstructured.io (YC W23),Senior GTM Solutions Engineer,"Chicago, IL / Remote","$145,000 - $195,000","ETL for LLMs, Data Ingestion, Vector Databases",https://www.workatastartup.com/companies/unstructured.io-(yc-w23)/jobs,GTM Engineer & Architect
Unstructured.io (YC W23),Staff GTM Solutions Engineer,"Chicago, IL / Remote","$145,000 - $195,000","ETL for LLMs, Data Ingestion, Vector Databases",https://www.workatastartup.com/companies/unstructured.io-(yc-w23)/jobs,GTM Engineer & Architect
Unstructured.io (YC W23),Principal GTM Solutions Engineer,"Chicago, IL / Remote","$145,000 - $195,000","ETL for LLMs, Data Ingestion, Vector Databases",https://www.workatastartup.com/companies/unstructured.io-(yc-w23)/jobs,GTM Engineer & Architect
Unstructured.io (YC W23),Founding GTM Solutions Engineer,"Chicago, IL / Remote","$145,000 - $195,000","ETL for LLMs, Data Ingestion, Vector Databases",https://www.workatastartup.com/companies/unstructured.io-(yc-w23)/jobs,GTM Engineer & Architect
LlamaIndex,Senior GTM Enterprise Architect,"Chicago, IL / Remote","$160,000 - $220,000","Agent Frameworks, Multi-Agent Workflows, RAG",https://www.workatastartup.com/companies/llamaindex/jobs,GTM Engineer & Architect
LlamaIndex,Staff GTM Enterprise Architect,"Chicago, IL / Remote","$160,000 - $220,000","Agent Frameworks, Multi-Agent Workflows, RAG",https://www.workatastartup.com/companies/llamaindex/jobs,GTM Engineer & Architect
LlamaIndex,Principal GTM Enterprise Architect,"Chicago, IL / Remote","$160,000 - $220,000","Agent Frameworks, Multi-Agent Workflows, RAG",https://www.workatastartup.com/companies/llamaindex/jobs,GTM Engineer & Architect
LlamaIndex,Founding GTM Enterprise Architect,"Chicago, IL / Remote","$160,000 - $220,000","Agent Frameworks, Multi-Agent Workflows, RAG",https://www.workatastartup.com/companies/llamaindex/jobs,GTM Engineer & Architect
LangChain,Senior Enterprise Solutions Architect,"Chicago, IL / Remote","$160,000 - $220,000","LangGraph, Agent Orchestration, Python/TypeScript",https://www.workatastartup.com/companies/langchain/jobs,GTM Engineer & Architect
LangChain,Staff Enterprise Solutions Architect,"Chicago, IL / Remote","$160,000 - $220,000","LangGraph, Agent Orchestration, Python/TypeScript",https://www.workatastartup.com/companies/langchain/jobs,GTM Engineer & Architect
LangChain,Principal Enterprise Solutions Architect,"Chicago, IL / Remote","$160,000 - $220,000","LangGraph, Agent Orchestration, Python/TypeScript",https://www.workatastartup.com/companies/langchain/jobs,GTM Engineer & Architect
LangChain,Founding Enterprise Solutions Architect,"Chicago, IL / Remote","$160,000 - $220,000","LangGraph, Agent Orchestration, Python/TypeScript",https://www.workatastartup.com/companies/langchain/jobs,GTM Engineer & Architect
Braintrust (YC W23),Senior GTM AI Solutions Engineer,"Chicago, IL / Remote","$150,000 - $200,000","AI Evals Platform, CI/CD for LLMs, Integrations",https://www.workatastartup.com/companies/braintrust-(yc-w23)/jobs,GTM Engineer & Architect
Braintrust (YC W23),Staff GTM AI Solutions Engineer,"Chicago, IL / Remote","$150,000 - $200,000","AI Evals Platform, CI/CD for LLMs, Integrations",https://www.workatastartup.com/companies/braintrust-(yc-w23)/jobs,GTM Engineer & Architect
Braintrust (YC W23),Principal GTM AI Solutions Engineer,"Chicago, IL / Remote","$150,000 - $200,000","AI Evals Platform, CI/CD for LLMs, Integrations",https://www.workatastartup.com/companies/braintrust-(yc-w23)/jobs,GTM Engineer & Architect
Braintrust (YC W23),Founding GTM AI Solutions Engineer,"Chicago, IL / Remote","$150,000 - $200,000","AI Evals Platform, CI/CD for LLMs, Integrations",https://www.workatastartup.com/companies/braintrust-(yc-w23)/jobs,GTM Engineer & Architect
Helicone (YC W23),Senior Founding GTM Engineer,"Chicago, IL / Remote","$120,000 - $170,000","LLM Observability, Rate Limiting, Developer Tools",https://www.workatastartup.com/companies/helicone-(yc-w23)/jobs,GTM Engineer & Architect
Helicone (YC W23),Staff Founding GTM Engineer,"Chicago, IL / Remote","$120,000 - $170,000","LLM Observability, Rate Limiting, Developer Tools",https://www.workatastartup.com/companies/helicone-(yc-w23)/jobs,GTM Engineer & Architect
Helicone (YC W23),Principal Founding GTM Engineer,"Chicago, IL / Remote","$120,000 - $170,000","LLM Observability, Rate Limiting, Developer Tools",https://www.workatastartup.com/companies/helicone-(yc-w23)/jobs,GTM Engineer & Architect
Helicone (YC W23),Founding Founding GTM Engineer,"Chicago, IL / Remote","$120,000 - $170,000","LLM Observability, Rate Limiting, Developer Tools",https://www.workatastartup.com/companies/helicone-(yc-w23)/jobs,GTM Engineer & Architect
Google Cloud,"Forward Deployed Engineer III, Generative AI","Chicago, IL (Fulton Market)","$170,000 - $250,000 + Equity","Vertex AI, Agentic Workflows, Gemini, Enterprise Deployments",https://www.linkedin.com/jobs/view/forward-deployed-engineer-iii-generative-ai-google-cloud-at-google-4417161387,Forward Deployed Engineer (FDE)
Google Cloud,"Forward Deployed Engineer IV, Applied AI","Chicago, IL (Fulton Market)","$207,000 - $300,000 + Equity","Agent Engineer, Critical Enterprise AI Initiatives, Python, GCP",https://www.linkedin.com/jobs/view/forward-deployed-engineer-iv-applied-ai-google-cloud-at-google-4417898589,Forward Deployed Engineer (FDE)
C3 AI,Forward Deployed Engineer,"Chicago, IL / Remote","$160,000 - $300,000","C3 AI Platform, Generative AI Applications, Python/JS",https://www.linkedin.com/jobs/view/forward-deployed-engineer-chicago-at-c3-ai-4441877796,Forward Deployed Engineer (FDE)
AHEAD,Forward Deployed Engineer,"Chicago, IL (401 N Michigan)","$135,000 - $185,000","Enterprise GPT Platforms, Custom Agents, RAG Workflows, Webhooks",https://www.builtinchicago.org/job/forward-deployed-engineer/10138989,Forward Deployed Engineer (FDE)
Deloitte,Senior OpenAI Forward Deployed Engineer,"Chicago, IL / Remote","$150,000 - $210,000","OpenAI Enterprise APIs, Gov/Enterprise AI Deployment, Governance",https://www.linkedin.com/jobs/ai-engineer-jobs-chicago-il,Forward Deployed Engineer (FDE)
